1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,69
1,70
1,71
1,72
1,73
1,74
1,75
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,68
2,69
2,70
2,71
2,72
2,73
2,74
2,75
2,76
3,1
3,2
3,3
3,4
3,5
3,6
3,7
3,8
3,10
3,12
3,13
3,14
3,15
3,16
3,17
3,69
3,70
3,71
3,72
3,73
3,74
3,75
3,76
3,77
4,1
4,2
4,3
4,4
4,5
4,12
4,13
4,14
4,15
4,16
4,17
4,18
4,20
4,21
4,22
4,23
4,24
4,25
4,26
4,27
4,28
4,29
4,69
4,70
4,71
4,72
4,73
4,74
4,75
4,76
4,77
4,78
5,1
5,2
5,3
5,4
5,5
5,6
5,13
5,19
5,20
5,21
5,22
5,23
5,24
5,25
5,26
5,27
5,28
5,29
5,30
5,69
5,70
5,71
5,72
5,73
5,74
5,75
5,76
5,77
5,78
5,79
5,80
6,1
6,2
6,3
6,4
6,5
6,6
6,7
6,8
6,9
6,10
6,12
6,13
6,17
6,18
6,19
6,20
6,21
6,22
6,23
6,24
6,25
6,26
6,27
6,28
6,29
6,30
6,31
6,32
6,33
6,34
6,69
6,71
6,72
6,73
6,74
6,75
6,76
6,77
6,78
6,79
6,80
6,81
6,82
7,1
7,2
7,3
7,4
7,5
7,6
7,7
7,8
7,13
7,14
7,15
7,16
7,17
7,18
7,19
7,20
7,21
7,22
7,23
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,31
7,32
7,33
7,34
7,35
7,36
7,71
7,72
7,73
7,74
7,75
7,76
7,77
7,78
7,79
7,80
7,81
7,82
7,83
7,84
8,1
8,2
8,3
8,4
8,5
8,6
8,7
8,8
8,14
8,15
8,16
8,17
8,18
8,19
8,20
8,21
8,22
8,23
8,24
8,25
8,26
8,27
8,28
8,29
8,35
8,36
8,70
8,71
8,72
8,73
8,74
8,75
8,76
8,77
8,78
8,79
8,80
8,81
8,82
8,83
8,84
8,85
9,1
9,2
9,3
9,4
9,5
9,6
9,7
9,8
9,14
9,15
9,16
9,17
9,18
9,19
9,20
9,21
9,22
9,23
9,24
9,25
9,26
9,27
9,28
9,70
9,71
9,72
9,73
9,74
9,75
9,76
9,77
9,78
9,79
9,80
9,81
9,82
9,83
9,84
9,85
9,86
10,1
10,2
10,3
10,4
10,5
10,6
10,7
10,8
10,14
10,15
10,16
10,17
10,18
10,19
10,20
10,23
10,24
10,25
10,26
10,27
10,28
10,72
10,73
10,74
10,75
10,76
10,77
10,78
10,79
10,80
10,81
10,82
10,83
10,84
10,85
10,86
10,87
10,88
11,1
11,2
11,3
11,4
11,5
11,6
11,7
11,8
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,23
11,24
11,25
11,26
11,27
11,28
11,29
11,73
11,74
11,75
11,76
11,77
11,78
11,79
11,80
11,81
11,82
11,83
11,84
11,85
11,86
11,87
11,88
11,89
11,90
12,1
12,2
12,3
12,4
12,5
12,6
12,7
12,8
12,15
12,16
12,18
12,24
12,25
12,26
12,27
12,28
12,30
12,74
12,75
12,76
12,77
12,78
12,79
12,80
12,81
12,82
12,83
12,84
12,85
12,86
12,87
12,88
12,89
12,90
12,91
13,1
13,2
13,3
13,4
13,5
13,6
13,7
13,27
13,31
13,74
13,75
13,76
13,77
13,78
13,79
13,80
13,81
13,82
13,83
13,84
13,85
13,86
13,87
13,88
13,89
13,90
13,91
13,92
13,93
13,96
14,1
14,2
14,3
14,4
14,7
14,8
14,29
14,30
14,75
14,76
14,77
14,78
14,79
14,80
14,81
14,82
14,83
14,84
14,85
14,86
14,87
14,88
14,89
14,90
14,91
14,92
14,93
14,94
15,1
15,2
15,3
15,7
15,76
15,77
15,78
15,79
15,80
15,81
15,82
15,83
15,84
15,85
15,86
15,87
15,88
15,89
15,90
15,91
15,92
15,93
15,94
15,95
16,1
16,2
16,26
16,27
16,77
16,78
16,79
16,80
16,81
16,82
16,83
16,84
16,85
16,86
16,87
16,88
16,89
16,90
16,91
16,92
16,93
16,94
16,95
16,96
16,98
17,26
17,27
17,28
17,77
17,78
17,79
17,80
17,81
17,82
17,83
17,84
17,85
17,86
17,87
17,88
17,89
17,90
17,91
17,92
17,93
17,94
17,95
17,96
17,97
17,100
18,27
18,28
18,29
18,77
18,78
18,79
18,80
18,81
18,82
18,83
18,84
18,85
18,86
18,87
18,88
18,89
18,90
18,91
18,92
18,93
18,94
18,95
18,96
18,97
19,27
19,28
19,29
19,77
19,78
19,79
19,80
19,81
19,82
19,83
19,84
19,85
19,86
19,87
19,88
19,89
19,90
19,91
19,92
19,93
19,94
19,95
19,96
19,97
20,27
20,28
20,29
20,78
20,79
20,80
20,81
20,82
20,83
20,84
20,85
20,86
20,87
20,88
20,89
20,90
20,91
20,92
20,93
20,94
20,95
20,96
20,97
21,27
21,28
21,78
21,82
21,83
21,84
21,85
21,86
21,87
21,88
21,89
21,90
21,91
21,92
21,93
21,94
21,95
21,96
21,97
21,99
21,100
22,27
22,79
22,80
22,84
22,85
22,86
22,87
22,88
22,89
22,90
22,91
22,92
22,93
22,94
22,95
22,96
22,97
22,98
23,27
23,79
23,80
23,83
23,84
23,86
23,87
23,88
23,89
23,90
23,91
23,92
23,93
23,94
23,95
23,96
23,97
23,98
24,86
24,87
24,88
24,89
24,90
24,91
24,92
24,93
24,94
24,95
24,96
24,97
24,98
25,85
25,86
25,88
25,89
25,90
25,91
25,92
25,93
25,94
25,95
25,96
25,97
25,98
26,88
26,89
26,90
26,91
26,92
26,93
26,94
26,95
26,96
26,97
26,98
27,89
27,90
27,91
27,92
27,93
27,94
27,95
27,96
27,97
27,98
28,19
28,20
28,92
28,93
28,94
28,95
28,96
28,97
28,98
29,17
29,18
29,19
29,92
29,93
29,94
29,95
29,96
29,97
29,98
29,99
30,11
30,17
30,18
30,19
30,20
30,93
